assertion_envelope_id,target_type,target_id,target_item,lexeme_id,sense_id,source_record_id,asserted_curriculum_status,asserted_level,source_ids,source_urls,assertion_basis,source_resolution,source_level_relation,provenance_debt,scope_key,a2_boundary_scope_key,expected_receptive,expected_productive,formulaic_expectation,mode_class,mode_authority,mode_rationale,regional_scope,curriculum_version,publication_status,notes,source_assertion_id,record_type,evidence_role,source_id_single,source_url_single,historical_phase,historical_source_surface,derived_from_lexeme_id,derived_from_sense_id,derived_from_anchor,source_precision,final_publication_status
SA-STAGING-A1-000805,SENSE,SENSE-A1-000589,verdura,LEX-A1-000580,SENSE-A1-000589,,A1_CORE_NORMATIVE,A1,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `verdura`; historical phase(s): 6A. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000806,SENSE,SENSE-A1-000590,viajar,LEX-A1-000581,SENSE-A1-000590,,A1_CORE_NORMATIVE,A1,PCIC-09;PCIC-08,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm;https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/08_nociones_generales_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,"Recovered from Phase 6 audit provenance for source surface `viajar`; historical phase(s): 6A,6B. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.",,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000807,SENSE,SENSE-A1-000591,vídeo,LEX-A1-000582,SENSE-A1-000591,,A1_CORE_NORMATIVE,A1,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `vídeo`; historical phase(s): 6A. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000808,SENSE,SENSE-A1-000592,viejo,LEX-A1-000583,SENSE-A1-000592,,A1_CORE_NORMATIVE,A1,PCIC-09;PCIC-08,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm;https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/08_nociones_generales_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,OLD,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,"Recovered from Phase 6 audit provenance for source surface `viejo`; historical phase(s): 6A,6B. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.",,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000809,SENSE,SENSE-A1-000593,viejo,LEX-A1-000584,SENSE-A1-000593,,A1_CORE_NORMATIVE,A1,PCIC-09;PCIC-08,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm;https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/08_nociones_generales_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,OLD_PERSON,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,"Recovered from Phase 6 audit provenance for source surface `viejo`; historical phase(s): 6A,6B. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.",,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000810,SENSE,SENSE-A1-000594,viento,LEX-A1-000585,SENSE-A1-000594,,A1_CORE_NORMATIVE,A1,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `viento`; historical phase(s): 6A. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000811,SENSE,SENSE-A1-000595,vino,LEX-A1-000586,SENSE-A1-000595,,A1_CORE_NORMATIVE,A1,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `vino`; historical phase(s): 6A. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000812,SENSE,SENSE-A1-000596,vino blanco,LEX-A1-000587,SENSE-A1-000596,,A1_CORE_NORMATIVE,A1,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_MWU_LAYER,GRANULAR_SOURCE_RESOLVED,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,One envelope per normalized Sense. It may split into multiple final SourceAssertion rows when granular provenance is migrated.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000813,SENSE,SENSE-A1-000597,vino tinto,LEX-A1-000588,SENSE-A1-000597,,A1_CORE_NORMATIVE,A1,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_MWU_LAYER,GRANULAR_SOURCE_RESOLVED,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,One envelope per normalized Sense. It may split into multiple final SourceAssertion rows when granular provenance is migrated.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000814,SENSE,SENSE-A1-000598,viudo,LEX-A1-000589,SENSE-A1-000598,,A1_CORE_NORMATIVE,A1,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `viudo`; historical phase(s): 6A. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000815,SENSE,SENSE-A1-000599,vivir,LEX-A1-000590,SENSE-A1-000599,,A1_CORE_NORMATIVE,A1,PCIC-09;PCIC-08,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm;https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/08_nociones_generales_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,"Recovered from Phase 6 audit provenance for source surface `vivir`; historical phase(s): 6A,6B. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.",,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000816,SENSE,SENSE-A1-000600,volver,LEX-A1-000591,SENSE-A1-000600,,A1_CORE_NORMATIVE,A1,PCIC-08,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/08_nociones_generales_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `volver`; historical phase(s): 6B. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000817,SENSE,SENSE-A1-000601,vos,LEX-A1-000592,SENSE-A1-000601,,A1_CORE_NORMATIVE,A1,PCIC-02,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/02_gramatica_inventario_a1-a2.htm,DIRECT_PCIC_REGIONAL_ASSERTION,GRANULAR_SOURCE_RESOLVED,DIRECT_A1_ASSERTION_WITH_REGIONAL_MODE_METADATA,NONE,A1_CURRICULUM_CORE,,REQUIRED,TARGET_PROFILE_ONLY,NO_DEFAULT,CORE_WITH_REGIONAL_PRODUCTION_RESTRICTION,PHASE7C_EXPLICIT,"The Sense is A1-core in the inherited inventory, but its regional realization is not a universal productive target.",AS_SOURCE_ASSERTED,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,One envelope per normalized Sense. It may split into multiple final SourceAssertion rows when granular provenance is migrated.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000818,SENSE,SENSE-A1-000602,vosotros,LEX-A1-000593,SENSE-A1-000602,,A1_CORE_NORMATIVE,A1,PCIC-02,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/02_gramatica_inventario_a1-a2.htm,DIRECT_PCIC_GRAMMAR_WITH_REGIONAL_SYSTEM_ASSERTION,GRANULAR_SOURCE_RESOLVED,DIRECT_A1_ASSERTION_WITH_REGIONAL_MODE_METADATA,NONE,A1_CURRICULUM_CORE,,REQUIRED,DEFERRED_WITHIN_A1_OR_TARGET_PROFILE,NO_DEFAULT,RECEPTIVE_REQUIRED_PRODUCTIVE_PROGRESSIVE,SPANISHSTORIES_EXPLICIT_CURRICULUM_POLICY,Curriculum policy requires vosotros in A1 with progressive introduction; recognition/comprehension precede spontaneous production.,,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,One envelope per normalized Sense. It may split into multiple final SourceAssertion rows when granular provenance is migrated.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000819,SENSE,SENSE-A1-000603,vuelta,LEX-A1-000594,SENSE-A1-000603,,A1_CORE_NORMATIVE,A1,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `vuelta`; historical phase(s): 6A. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000820,SENSE,SENSE-A1-000604,vuestro,LEX-A1-000595,SENSE-A1-000604,,A1_CORE_NORMATIVE,A1,PCIC-02,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/02_gramatica_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `vuestro`; historical phase(s): 6D. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000821,SENSE,SENSE-A1-000605,web,LEX-A1-000596,SENSE-A1-000605,,A1_CORE_NORMATIVE,A1,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `web`; historical phase(s): 6A. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000822,SENSE,SENSE-A1-000606,y,LEX-A1-000597,SENSE-A1-000606,,A1_CORE_NORMATIVE,A1,PCIC-05,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/05_funciones_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `y`; historical phase(s): 6C. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000823,SENSE,SENSE-A1-000607,yo,LEX-A1-000598,SENSE-A1-000607,,A1_CORE_NORMATIVE,A1,PCIC-05,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/05_funciones_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `yo`; historical phase(s): 6C. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000824,SENSE,SENSE-A1-000608,zapato,LEX-A1-000599,SENSE-A1-000608,,A1_CORE_NORMATIVE,A1,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_ITEM_PROVENANCE,GRANULAR_SOURCE_RESOLVED_PHASE6_ITEM_LEVEL,DIRECT_A1,NONE,A1_CURRICULUM_CORE,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,CORE_RECEPTIVE_WITH_CONTEXTUAL_PRODUCTIVE_REQUIREMENT,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,"A1 membership requires comprehension; productive obligation is activated only by an explicit function, task, module or later sequencing decision.",,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Recovered from Phase 6 audit provenance for source surface `zapato`; historical phase(s): 6A. Exact HTML fragment identifiers are not required for the normalized SourceAssertion contract.,,ASSERTION_ENVELOPE,,,,,,,,,,SUPERSEDED_BY_PUBLISHED_SOURCEASSERTIONS_V1.40
SA-STAGING-A1-000001,MWU_SOURCE_UNIT,12B1-MWU-0001,carné de conducir,LEX-A1-000108,SENSE-A1-000110,12B1-MWU-0001,A1_CORE_NORMATIVE,A1,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_MWU_LAYER,GRANULAR_SOURCE_RESOLVED,DIRECT_A1,NONE,carné de conducir,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,MWU_CONTEXTUAL_PRODUCTIVE_POLICY,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,A1 unit must be understood; productive use is activated by function/task/module context.,,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Source-unit assertion is kept even when the MWU is not a Lexeme.,SA-A1-000001,SOURCE_ASSERTION,LEVEL_ASSERTION,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,,,,,,SOURCE_FAMILY_AND_INTERNAL_ITEM_PROVENANCE,PUBLISHED_V1.40
SA-STAGING-A1-000002,MWU_SOURCE_UNIT,12B1-MWU-0002,carné de identidad,LEX-A1-000109,SENSE-A1-000111,12B1-MWU-0002,A1_CORE_NORMATIVE,A1,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_MWU_LAYER,GRANULAR_SOURCE_RESOLVED,DIRECT_A1,NONE,carné de identidad,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,MWU_CONTEXTUAL_PRODUCTIVE_POLICY,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,A1 unit must be understood; productive use is activated by function/task/module context.,,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Source-unit assertion is kept even when the MWU is not a Lexeme.,SA-A1-000002,SOURCE_ASSERTION,LEVEL_ASSERTION,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,,,,,,SOURCE_FAMILY_AND_INTERNAL_ITEM_PROVENANCE,PUBLISHED_V1.40
SA-STAGING-A1-000003,MWU_SOURCE_UNIT,12B1-MWU-0003,correo electrónico,LEX-A1-000161,SENSE-A1-000163,12B1-MWU-0003,A1_CORE_NORMATIVE,A1,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,DIRECT_PCIC_PHASE6_MWU_LAYER,GRANULAR_SOURCE_RESOLVED,DIRECT_A1,NONE,correo electrónico,,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,MWU_CONTEXTUAL_PRODUCTIVE_POLICY,SPANISHSTORIES_CONSERVATIVE_MODE_POLICY,A1 unit must be understood; productive use is activated by function/task/module context.,,1.40,STAGING_ASSERTION_ENVELOPE_NOT_FINAL_SOURCEASSERTION_ID,Source-unit assertion is kept even when the MWU is not a Lexeme.,SA-A1-000003,SOURCE_ASSERTION,LEVEL_ASSERTION,PCIC-09,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/09_nociones_especificas_inventario_a1-a2.htm,,,,,,SOURCE_FAMILY_AND_INTERNAL_ITEM_PROVENANCE,PUBLISHED_V1.40
