edge_id,target_type,target_id,introduction_story,return_stage,return_story,relation_scope,evidence_demand,expected_receptive,expected_productive,mastery_claim,notes
REC-A1-000001,SENSE,SENSE-A1-000015,A1-M01-I05-S1,FIRST_RETURN,A1-M01-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001666,SENSE,SENSE-A1-000018,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001667,SENSE,SENSE-A1-000018,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001668,SENSE,SENSE-A1-000018,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001669,SENSE,SENSE-A1-000019,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001670,SENSE,SENSE-A1-000019,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001671,SENSE,SENSE-A1-000019,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001672,SENSE,SENSE-A1-000020,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001673,SENSE,SENSE-A1-000020,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001674,SENSE,SENSE-A1-000020,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001675,SENSE,SENSE-A1-000077,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001676,SENSE,SENSE-A1-000077,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001677,SENSE,SENSE-A1-000077,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001678,SENSE,SENSE-A1-000086,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001679,SENSE,SENSE-A1-000086,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001680,SENSE,SENSE-A1-000086,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001681,SENSE,SENSE-A1-000088,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001682,SENSE,SENSE-A1-000088,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001683,SENSE,SENSE-A1-000088,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001684,SENSE,SENSE-A1-000089,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001685,SENSE,SENSE-A1-000089,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001686,SENSE,SENSE-A1-000089,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001687,SENSE,SENSE-A1-000090,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001688,SENSE,SENSE-A1-000090,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001689,SENSE,SENSE-A1-000090,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001690,SENSE,SENSE-A1-000108,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001691,SENSE,SENSE-A1-000108,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001692,SENSE,SENSE-A1-000108,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001693,SENSE,SENSE-A1-000132,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001694,SENSE,SENSE-A1-000132,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001695,SENSE,SENSE-A1-000132,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001696,SENSE,SENSE-A1-000220,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001697,SENSE,SENSE-A1-000220,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001698,SENSE,SENSE-A1-000220,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001699,SENSE,SENSE-A1-000267,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001700,SENSE,SENSE-A1-000267,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001701,SENSE,SENSE-A1-000267,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001702,SENSE,SENSE-A1-000287,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001703,SENSE,SENSE-A1-000287,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001704,SENSE,SENSE-A1-000287,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001705,SENSE,SENSE-A1-000299,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001706,SENSE,SENSE-A1-000299,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001707,SENSE,SENSE-A1-000299,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001708,SENSE,SENSE-A1-000332,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001709,SENSE,SENSE-A1-000332,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001710,SENSE,SENSE-A1-000332,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001711,SENSE,SENSE-A1-000424,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001712,SENSE,SENSE-A1-000424,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001713,SENSE,SENSE-A1-000424,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001714,SENSE,SENSE-A1-000429,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001715,SENSE,SENSE-A1-000429,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001716,SENSE,SENSE-A1-000429,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001717,SENSE,SENSE-A1-000445,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001718,SENSE,SENSE-A1-000445,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001719,SENSE,SENSE-A1-000445,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001720,SENSE,SENSE-A1-000511,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001721,SENSE,SENSE-A1-000511,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001722,SENSE,SENSE-A1-000511,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001723,SENSE,SENSE-A1-000529,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001724,SENSE,SENSE-A1-000529,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001725,SENSE,SENSE-A1-000529,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001726,SENSE,SENSE-A1-000549,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001727,SENSE,SENSE-A1-000549,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001728,SENSE,SENSE-A1-000549,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001729,SENSE,SENSE-A1-000589,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001730,SENSE,SENSE-A1-000589,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001731,SENSE,SENSE-A1-000589,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001732,SENSE,SENSE-A1-000596,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001733,SENSE,SENSE-A1-000596,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001734,SENSE,SENSE-A1-000596,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001735,SENSE,SENSE-A1-000597,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001736,SENSE,SENSE-A1-000597,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001737,SENSE,SENSE-A1-000597,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001738,GRAMMAR_UNIT,GRAM-A1-014,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001739,GRAMMAR_UNIT,GRAM-A1-014,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001740,GRAMMAR_UNIT,GRAM-A1-014,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001741,GRAMMAR_UNIT,GRAM-A1-015,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001742,GRAMMAR_UNIT,GRAM-A1-015,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001743,GRAMMAR_UNIT,GRAM-A1-015,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001744,GRAMMAR_UNIT,GRAM-A1-040,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001745,GRAMMAR_UNIT,GRAM-A1-040,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001746,GRAMMAR_UNIT,GRAM-A1-040,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001747,GRAMMAR_UNIT,GRAM-A1-041,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001748,GRAMMAR_UNIT,GRAM-A1-041,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001749,GRAMMAR_UNIT,GRAM-A1-041,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001750,GRAMMAR_UNIT,GRAM-A1-064,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001751,GRAMMAR_UNIT,GRAM-A1-064,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001752,GRAMMAR_UNIT,GRAM-A1-064,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,FUNCTION_OR_TASK_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001753,MWU_SOURCE_UNIT,12B1-MWU-0010,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001754,MWU_SOURCE_UNIT,12B1-MWU-0010,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001755,MWU_SOURCE_UNIT,12B1-MWU-0010,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001756,MWU_SOURCE_UNIT,12B1-MWU-0011,A1-M05-I05-S1,FIRST_RETURN,A1-M05-I05-S2,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001757,MWU_SOURCE_UNIT,12B1-MWU-0011,A1-M05-I05-S1,SECOND_RETURN,A1-M05-I05-S3,SAME_ISLAND,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
REC-A1-001758,MWU_SOURCE_UNIT,12B1-MWU-0011,A1-M05-I05-S1,THIRD_RETURN,A1-M07-I05-S3,CROSS_MODULE,PRESERVE_TARGET_MODE_POLICY,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NONE,Return scheduling requirement; exposure is not mastery.
