record_id,subphase,record_type,domain,source_section,source_phase,item,object_type,geographic_scope,a1_status,evidence_gate,baseline_action,crossref,notes,source_id,source_url,curriculum_version
10-0108,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Comidas y bebidas,1.4.3 Establecimientos,APPROXIMATION,"conceptos regionales de tapa, ración, pincho y aperitivo",FOOD_CULTURE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0109,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Educación y cultura,1.5.1 Centros de enseñanza,APPROXIMATION,"tipos de centros públicos, privados y concertados",EDUCATION_SYSTEM_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0110,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Educación y cultura,1.5.1 Centros de enseñanza,APPROXIMATION,división en ciclos formativos,EDUCATION_SYSTEM_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0111,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Educación y cultura,1.5.1 Centros de enseñanza,APPROXIMATION,obligatoriedad y gratuidad de educación básica,EDUCATION_SYSTEM_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0112,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Educación y cultura,1.5.1 Centros de enseñanza,APPROXIMATION,instalaciones y servicios de centros de enseñanza,EDUCATION_SYSTEM_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0113,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Educación y cultura,1.5.2 Bibliotecas/museos,APPROXIMATION,servicios habituales de bibliotecas,CULTURAL_SERVICE_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0114,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Educación y cultura,1.5.2 Bibliotecas/museos,APPROXIMATION,tipos de museos,CULTURAL_SERVICE_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0115,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Educación y cultura,1.5.2 Bibliotecas/museos,APPROXIMATION,horarios y precios de acceso a centros culturales,CULTURAL_SERVICE_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0116,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Trabajo,1.6 Trabajo y economía,APPROXIMATION,"horarios de trabajo, descansos y vacaciones",WORK_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0117,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Trabajo,1.6 Trabajo y economía,APPROXIMATION,zonas urbanas donde se concentran oficinas,WORK_ENVIRONMENT_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0118,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Trabajo,1.6 Trabajo y economía,APPROXIMATION,clasificación social según situación laboral,WORK_SYSTEM_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0119,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Trabajo,1.6 Trabajo y economía,APPROXIMATION,concepto de funcionario,WORK_SYSTEM_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0120,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Ocio,1.7.1 Hábitos y aficiones,APPROXIMATION,concepto de ocio dentro y fuera de casa,LEISURE_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0121,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Ocio,1.7.1 Hábitos y aficiones,APPROXIMATION,actividades frecuentes de ocio,LEISURE_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0122,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Ocio,1.7.2 Espectáculos,APPROXIMATION,tipos de espectáculos habituales,LEISURE_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0123,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Ocio,1.7.2 Espectáculos,APPROXIMATION,horarios de cine y teatro,LEISURE_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0124,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Ocio,1.7.2 Espectáculos,APPROXIMATION,formas de adquirir entradas,LEISURE_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0125,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Ocio,1.7.3 Aire libre,APPROXIMATION,actividades al aire libre frecuentes,LEISURE_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0126,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Ocio,1.7.3 Aire libre,APPROXIMATION,comportamientos sociales en actividades al aire libre,SOCIAL_BEHAVIOR,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0127,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Ocio,1.7.4 Deportes,APPROXIMATION,deportes practicados con frecuencia,SPORTS_CULTURE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0128,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Ocio,1.7.4 Deportes,APPROXIMATION,lugares habituales para actividad física y deporte,SPORTS_CULTURE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0129,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Medios,1.8.1 Prensa,APPROXIMATION,ediciones y organización básica de prensa,MEDIA_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0130,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Medios,1.8.1 Prensa,APPROXIMATION,comportamientos sociales de lectura de prensa,MEDIA_BEHAVIOR,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0131,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Medios,1.8.1 Prensa,APPROXIMATION,lugares habituales de compra de publicaciones,MEDIA_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0132,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Medios,1.8.2 TV/radio,APPROXIMATION,hábitos cotidianos vinculados a televisión y radio,MEDIA_BEHAVIOR,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0133,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Medios,1.8.3 Internet,APPROXIMATION,principales tipos de portales y buscadores,DIGITAL_CULTURE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0134,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Vivienda,1.9.1 Vivienda,APPROXIMATION,tipos de vivienda en ciudades y pueblos,HOUSING_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0135,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Vivienda,1.9.1 Vivienda,APPROXIMATION,divisiones y habitaciones habituales,HOUSING_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0136,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Vivienda,1.9.1 Vivienda,APPROXIMATION,valor social atribuido a espacios domésticos,HOUSING_CULTURE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0137,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Vivienda,1.9.1 Vivienda,APPROXIMATION,"mobiliario, instalaciones y servicios habituales",HOUSING_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0138,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Vivienda,1.9.2 Mercado inmobiliario,APPROXIMATION,preferencias de acceso: propiedad y alquiler,HOUSING_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0139,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Servicios,1.10.1 Instalaciones deportivas,APPROXIMATION,instalaciones públicas y profesionales para el deporte,PUBLIC_SERVICE_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0140,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Servicios,1.10.2 Parques,APPROXIMATION,parques conocidos y elementos habituales,PUBLIC_SPACE_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0141,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Servicios,1.10.2 Parques,APPROXIMATION,comportamientos de uso y disfrute de parques,PUBLIC_SPACE_BEHAVIOR,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0142,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Servicios,1.10.3 Mobiliario urbano,APPROXIMATION,espacios publicitarios y señalización urbana,PUBLIC_SPACE_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0143,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Servicios,1.10.4 Limpieza,APPROXIMATION,"limpieza urbana, papeleras y contenedores",PUBLIC_SERVICE_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0144,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Servicios,1.10.4 Limpieza,APPROXIMATION,reciclaje y separación de residuos,PUBLIC_BEHAVIOR,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0145,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Servicios,1.10.5 Protección civil,APPROXIMATION,concepto y profesionales de protección civil,PUBLIC_SERVICE_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0146,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Compras,1.11.1 Tiendas,APPROXIMATION,tipos de establecimientos y grandes superficies,SHOPPING_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0147,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Compras,1.11.1 Tiendas,APPROXIMATION,organización de productos en tiendas y supermercados,SHOPPING_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0148,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Compras,1.11.1 Tiendas,APPROXIMATION,productos asociados a establecimientos específicos,SHOPPING_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0149,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Compras,1.11.1 Tiendas,APPROXIMATION,interacción social cliente-dependiente,INTERACTION_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0150,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Compras,1.11.2 Pago,APPROXIMATION,modalidades de pago,PAYMENT_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0151,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Compras,1.11.2 Pago,APPROXIMATION,"relación entre modalidad de pago, establecimiento y compra",PAYMENT_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0152,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Compras,1.11.2 Pago,APPROXIMATION,concepto de rebajas y presentación de precios,SHOPPING_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0153,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Compras,1.11.3 Consumo,APPROXIMATION,sistema métrico en unidades de compra,SHOPPING_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0154,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Compras,1.11.3 Consumo,APPROXIMATION,periodos de mayor actividad de compra,SHOPPING_CULTURE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0155,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Compras,1.11.3 Consumo,APPROXIMATION,hacer la compra vs ir de compras y productos básicos,SHOPPING_CULTURE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0156,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Compras,1.11.3 Consumo,APPROXIMATION,precio fijo como convención frecuente,SHOPPING_CONVENTION,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0157,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Salud,1.12.1 Salud pública,APPROXIMATION,concepto de higiene personal,HEALTH_CULTURE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0158,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Salud,1.12.1 Salud pública,APPROXIMATION,comportamientos de cuidado de la salud,HEALTH_BEHAVIOR,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
10-0159,10B,SOCIOCULTURAL_APPROXIMATION_TOPIC,Salud,1.12.2 Centros sanitarios,APPROXIMATION,tipos de centros de asistencia sanitaria,HEALTH_SYSTEM_KNOWLEDGE,Spain only (PCIC-11 first-level specification),NOT_A1_BY_ITSELF,PCIC_APPROXIMATION_MODULAR,NO_LEXICAL_BASELINE_CHANGE,,Do not generalize automatically to Hispanic America; localization required.,PCIC-11,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/11_saberes_y_comportamientos_inventario.htm,v1.25
