record_id,record_type,domain,source_section,level,item,orthography_object_type,regional_scope,crossref,evidence_gate,baseline_action,notes,source_id,source_url,curriculum_version
9B-0136,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.4 Mayúsculas,A2,"Numeración romana en siglos, reyes y papas",CAPITALIZATION_ROMAN_NUMERAL,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0137,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.4 Mayúsculas,A2,Mayúscula en puntos cardinales usados como nombres,CAPITALIZATION_SEMANTIC,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0138,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.4 Mayúsculas,A2,Mayúscula en cargos/dignidades/títulos,CAPITALIZATION_SEMANTIC,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0139,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.4 Mayúsculas,A2,Mayúscula en entidades/instituciones/organismos/partidos,CAPITALIZATION_SEMANTIC,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0140,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.4 Mayúsculas,A2,Mayúscula en materias/disciplinas,CAPITALIZATION_SEMANTIC,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0141,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.4 Mayúsculas,A2,Mayúscula en divinidades/deidades,CAPITALIZATION_SEMANTIC,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0142,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.4 Mayúsculas,A2,Mayúscula en épocas/eventos/fechas/movimientos,CAPITALIZATION_SEMANTIC,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0143,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.4 Mayúsculas,A2,Mayúscula del artículo en topónimos con artículo,CAPITALIZATION_SEMANTIC,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0144,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.4 Mayúsculas,A2,Mayúscula después de dos puntos en encabezamientos de carta,CAPITALIZATION_PUNCTUATION,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0145,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.5 Minúsculas,A2,Artículo en nombres de provincias/regiones/países según función,LOWERCASE_SEMANTIC,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0146,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.6 Tipos de letra,A2,Versalita para numeración romana de siglos,TYPOGRAPHY,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0147,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.7 Ortografía de las palabras,A2,Estructura de la sílaba: núcleo y margen,SYLLABIFICATION,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0148,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.7 Ortografía de las palabras,A2,"División al final de renglón: ch, ll, rr",LINE_BREAK,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0149,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.7 Ortografía de las palabras,A2,División al final de renglón de grupos consonánticos de misma sílaba,LINE_BREAK,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0150,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.7 Ortografía de las palabras,A2,Indivisibilidad de cifras al final de renglón,LINE_BREAK,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0151,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.7 Ortografía de las palabras,A2,Millares y millones: escritura y separación de cifras,NUMBER_FORMAT,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0152,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.7 Ortografía de las palabras,A2,Numeración romana para siglos/reyes/papas,NUMBER_ORTHOGRAPHY,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0153,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.7 Ortografía de las palabras,A2,Fecha: presencia/ausencia de artículo,DATE_FORMAT,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0154,A2_ORTHOGRAPHY_BOUNDARY,Ortografía de letras y palabras,1.7 Ortografía de las palabras,A2,Fecha escrita con cifras: 09-07-2005,DATE_FORMAT,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0155,A2_ORTHOGRAPHY_BOUNDARY,Acentuación gráfica,2.1 Reglas generales,A2,"Acentuación de imperativo/gerundio con un clítico: cómpralo, comprándolas",ACCENT_RULE,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0156,A2_ORTHOGRAPHY_BOUNDARY,Acentuación gráfica,2.2 Tilde diacrítica,A2,Contraste diacrítico mi / mí,DIACRITIC_ACCENT,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0157,A2_ORTHOGRAPHY_BOUNDARY,Acentuación gráfica,2.2 Tilde diacrítica,A2,Contraste diacrítico si / sí,DIACRITIC_ACCENT,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0158,A2_ORTHOGRAPHY_BOUNDARY,Puntuación,3.1 Punto,A2,Ausencia de punto en números de años y páginas,PERIOD_OMISSION,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0159,A2_ORTHOGRAPHY_BOUNDARY,Puntuación,3.1 Punto,A2,Ausencia de punto en listas,PERIOD_OMISSION,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0160,A2_ORTHOGRAPHY_BOUNDARY,Puntuación,3.2 Coma,A2,Coma en enumeraciones por yuxtaposición,COMMA_ENUMERATION,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0161,A2_ORTHOGRAPHY_BOUNDARY,Puntuación,3.2 Coma,A2,Coma en enumeraciones con ni,COMMA_ENUMERATION,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0162,A2_ORTHOGRAPHY_BOUNDARY,Puntuación,3.2 Coma,A2,Coma en vocativos iniciales,COMMA_VOCATIVE,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0163,A2_ORTHOGRAPHY_BOUNDARY,Puntuación,3.2 Coma,A2,Coma con adverbios de secuencia/orden,COMMA_DISCOURSE,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0164,A2_ORTHOGRAPHY_BOUNDARY,Puntuación,3.3 Dos puntos,A2,Dos puntos en ejemplificaciones,COLON_EXAMPLE,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0165,A2_ORTHOGRAPHY_BOUNDARY,Puntuación,3.3 Dos puntos,A2,Dos puntos después de saludo/encabezamiento de carta,COLON_LETTER,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0166,A2_ORTHOGRAPHY_BOUNDARY,Puntuación,3.3 Dos puntos,A2,Dos puntos y organización de cartas: párrafo/sangrado,COLON_LAYOUT,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0167,A2_ORTHOGRAPHY_BOUNDARY,Puntuación,3.3 Dos puntos,A2,Dos puntos como división matemática,COLON_MATH,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0168,A2_ORTHOGRAPHY_BOUNDARY,Puntuación,3.3 Dos puntos,A2,Dos puntos en URL: http://,DIGITAL_ORTHOGRAPHY,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0169,A2_ORTHOGRAPHY_BOUNDARY,Puntuación,3.5 Puntos suspensivos,A2,Puntos suspensivos para enumeraciones abiertas/incompletas,ELLIPSIS,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0170,A2_ORTHOGRAPHY_BOUNDARY,Puntuación,3.6 Interrogación/exclamación,A2,Estructuras interrogativas con oraciones/grupos/pronombres/adverbios,QUESTION_MARK_USAGE,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0171,A2_ORTHOGRAPHY_BOUNDARY,Puntuación,3.6 Interrogación/exclamación,A2,Estructuras exclamativas con oraciones/grupos/interjecciones,EXCLAMATION_MARK_USAGE,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0172,A2_ORTHOGRAPHY_BOUNDARY,Puntuación,3.7 Paréntesis,A2,Paréntesis en clasificaciones/enumeraciones,PARENTHESES,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0173,A2_ORTHOGRAPHY_BOUNDARY,Puntuación,3.10 Guión,A2,Guión como unión en sustitución de preposición/conjunción,HYPHEN,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0174,A2_ORTHOGRAPHY_BOUNDARY,Puntuación,3.10 Guión,A2,Guión para corte de palabras al final de renglón,HYPHEN_LINE_BREAK,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0175,A2_ORTHOGRAPHY_BOUNDARY,Puntuación,3.11 Raya,A2,Raya en esquemas/índices,DASH_LAYOUT,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0176,A2_ORTHOGRAPHY_BOUNDARY,Puntuación,3.12 Barra,A2,Barra en cocientes de magnitudes: km/h,SLASH_MEASUREMENT,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0177,A2_ORTHOGRAPHY_BOUNDARY,Puntuación,3.12 Barra,A2,Barra en división matemática,SLASH_MATH,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0178,A2_ORTHOGRAPHY_BOUNDARY,Puntuación,3.12 Barra,A2,Barra en direcciones web,DIGITAL_ORTHOGRAPHY,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0179,A2_ORTHOGRAPHY_BOUNDARY,Puntuación,3.13 Asterisco,A2,Asterisco como indicador de nota,ASTERISK,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0180,A2_ORTHOGRAPHY_BOUNDARY,Abreviaturas y siglas,4.1 Abreviaturas,A2,Plural de abreviaturas por -s/-es,ABBREVIATION_NUMBER,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0181,A2_ORTHOGRAPHY_BOUNDARY,Abreviaturas y siglas,4.1 Abreviaturas,A2,Plural de Ud./Vd. → Uds./Vds.,ABBREVIATION_NUMBER,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0182,A2_ORTHOGRAPHY_BOUNDARY,Abreviaturas y siglas,4.1 Abreviaturas,A2,Plural de abreviaturas con letras voladas,ABBREVIATION_NUMBER,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0183,A2_ORTHOGRAPHY_BOUNDARY,Abreviaturas y siglas,4.1 Abreviaturas,A2,Plural con -s final: págs.,ABBREVIATION_NUMBER,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0184,A2_ORTHOGRAPHY_BOUNDARY,Abreviaturas y siglas,4.3 Símbolos,A2,"Símbolos de unidades de peso/medida: km, m², g, l",SYMBOL,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0185,A2_ORTHOGRAPHY_BOUNDARY,Abreviaturas y siglas,4.3 Símbolos,A2,"Símbolos de temperatura: ºC, ºF",SYMBOL,,,PCIC_A2_EXPLICIT,DO_NOT_PROMOTE_TO_A1,Frontera negativa explícita del PCIC-04; no promover por familiaridad o utilidad.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0186,CEFR_A1_ORTHOGRAPHIC_CONTROL,Control ortográfico CEFR,Orthographic control,A1,Puede copiar palabras familiares y frases cortas,CEFR_DESCRIPTOR,,CEFR_ORTHOGRAPHIC_CONTROL,CEFR_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,"Incluye señales/instrucciones simples, nombres de objetos/tiendas y fórmulas frecuentes.",CEFR-01,https://rm.coe.int/cefr-companion-volume-with-new-descriptors-2020/16809ea0d4,v1.24
9B-0187,CEFR_A1_ORTHOGRAPHIC_CONTROL,Control ortográfico CEFR,Orthographic control,A1,"Puede deletrear/escribir su dirección, nacionalidad y otros datos personales",CEFR_DESCRIPTOR,,CEFR_ORTHOGRAPHIC_CONTROL,CEFR_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,Descriptor A1 de control ortográfico.,CEFR-01,https://rm.coe.int/cefr-companion-volume-with-new-descriptors-2020/16809ea0d4,v1.24
9B-0188,CEFR_A1_ORTHOGRAPHIC_CONTROL,Control ortográfico CEFR,Orthographic control,A1,"Puede usar puntuación básica, p. ej. punto y signos de interrogación",CEFR_DESCRIPTOR,,CEFR_ORTHOGRAPHIC_CONTROL,CEFR_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,Descriptor A1 de control ortográfico.,CEFR-01,https://rm.coe.int/cefr-companion-volume-with-new-descriptors-2020/16809ea0d4,v1.24
9B-0189,9A_CROSSREF_RESOLVED,Interfaz fonología↔ortografía,9A §59.1.12,A1,Sonidos consonánticos ↔ grafías,PHONOLOGY_ORTHOGRAPHY_INTERFACE,,9A_ORTHOGRAPHY_CROSSREF_2,PCIC_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,9B resuelve la remisión de 9A mediante inventario de correspondencias grafema-fonema.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0190,9A_CROSSREF_RESOLVED,Interfaz prosodia↔ortografía,9A §59.1.12,A1,Unidades melódicas ↔ puntuación básica,PROSODY_PUNCTUATION_INTERFACE,,9A_ORTHOGRAPHY_CROSSREF_1,PCIC_A1_EXPLICIT+CEFR_A1_EXPLICIT,NO_LEXICAL_BASELINE_CHANGE,"9B resuelve la remisión de 9A: punto, interrogación/exclamación y organización básica de enunciados.",PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0191,STRUCTURAL_NOTE,Arquitectura curricular,9B reglas de integración,META,La ortografía es inventario independiente del léxico,STRUCTURAL_RULE,,,EDITORIAL_RULE,NO_LEXICAL_BASELINE_CHANGE,Las reglas ortográficas no aumentan SURFACE_FORM_COUNT ni MWU_COUNT.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0192,STRUCTURAL_NOTE,Arquitectura curricular,9B reglas de integración,META,Ejemplos PCIC no son altas léxicas automáticas,STRUCTURAL_RULE,,,EDITORIAL_RULE,NO_LEXICAL_BASELINE_CHANGE,Palabras como xilófono o psicólogo usadas para ilustrar grafías no entran al baseline por aparecer como ejemplo ortográfico.,PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0193,STRUCTURAL_NOTE,Arquitectura curricular,9B reglas de integración,META,Correspondencia grafema-fonema depende de variedad,STRUCTURAL_RULE,,,EDITORIAL_RULE,NO_LEXICAL_BASELINE_CHANGE,"Seseo/distinción y realizaciones y/ll deben vincularse a perfiles regionales, no a una única pronunciación superior.",PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
9B-0194,STRUCTURAL_NOTE,Arquitectura curricular,9B reglas de integración,META,Control A1 prioriza inteligibilidad escrita funcional,STRUCTURAL_RULE,,,EDITORIAL_RULE,NO_LEXICAL_BASELINE_CHANGE,"CEFR A1 permite copia, datos personales y puntuación básica; PCIC ofrece el inventario español específico.",PCIC-04,https://cvc.cervantes.es/ensenanza/biblioteca_ele/plan_curricular/niveles/04_ortografia_inventario_a1-a2.htm,v1.24
